center_center;inner_north;inner_east;inner_south;inner_west;outer_north;outer_east;outer_south;outer_west
38.68452082395832;3059.2238293786254;1773.788777070558;1089.9296348487965;2167.9927318161617;1657.0052237364553;6637.843061091532;1533.8261158470254;2058.79805258498
17.039761517832503;3142.2723775074032;2415.914076510223;2914.9085378993595;1127.4323014987583;4548.900988017702;4513.463333896748;1308.7377212510114;2576.5897384065265
16.997965278594084;1747.648708627923;1572.4895870684863;2645.923912275592;1912.3637475144;2795.2260788810017;2899.971595837222;3236.419275841517;3587.0546236297223
18.48896609754117;1961.400566928729;2623.5538933482703;1243.824063571047;2337.0534200131806;3942.0105577067543;1420.9169923762845;7110.52779426528;1893.2920411963976
27.37541960363779;1402.9926551380754;1862.4857636029492;2198.328681952298;2673.0959772528736;5649.3960424506495;2873.74565652046;5356.771112250764;3843.90052581593
11.721041709746238;2937.9723833153475;2290.5081060866114;1947.8613958048925;1642.8269881085675;6032.76097212728;1313.0781543660632;1003.1018444990646;4576.422296272685
15.483561711591118;1052.5850521073403;2437.4093354200872;1920.497798297988;2181.320935125224;3608.0950826690832;7526.101923030791;1410.2432405045718;4745.07280248039
31.99103186628956;1913.6200574061072;2857.180761828382;3175.9861995519977;1451.5653877819489;2667.6614041409466;4029.062915497461;2505.5612914136336;2363.5996657636533
29.074698992125366;1128.738171708883;1504.4141473758525;3501.023607584854;2660.4051398119877;3900.684588575517;2087.79741698549;4712.664820613843;3068.832765511646
30.30790391209613;1665.1224601698827;1885.2132401219696;2873.7955657871325;2601.0006583632403;3372.772477375567;4583.278442106925;1416.6909010173767;4020.0194070550224
37.14189198470913;1505.3046292091233;3009.363741898922;3651.4476673571694;1350.657488478415;4724.936024961449;1847.8776671182409;3099.0717062805397;3580.1460986603497
21.594944625658083;1540.427506402939;3418.8734567614943;3936.6080642087377;1171.798333962489;4500.479510507201;3040.396913945162;3364.612734587852;3285.750752533312
27.871427993876956;2071.9820301647933;3608.45666695928;1316.234475809212;1751.7335267061962;4600.890626764893;3903.290646687376;2099.186320014831;2968.148002573238
22.31165848851792;1632.4853162379625;1192.7729044034818;3738.784223869023;4268.009791455323;4187.375944712174;5995.562893417849;3204.771030572276;1281.113174846329
20.845732866373076;2584.8228579100405;1932.440852021702;1893.8720510403157;1534.786136495607;3193.766750648951;5686.596044219755;5872.906081081119;1645.031757517604
15.961875198910462;2421.220333717161;1555.1911382047642;2397.6950542334253;1242.6590016456971;4047.965043604104;3777.965646945632;3868.751150560186;2145.1486193903465
13.25569201047687;3898.540948924743;3233.976958571829;1354.7255433045252;1483.7456410125722;4640.723035896792;4362.691809580481;1483.5879363251136;3339.66797602991
20.45586990366357;2029.0045307739097;1049.136741029458;1137.183176378811;1355.7333779855571;5353.801308057317;2519.8866778308075;4159.825989908773;2416.0636900466843
13.55775084745676;2160.6870983626886;2854.182963770918;1140.4620724504302;3045.742470494688;3060.501349143069;3479.936417955999;2151.238094531678;4716.774768052886
32.1888257919367;2981.986181881964;1918.1675804655167;1823.2404244331735;2240.774876675906;4647.040961037415;1483.126014006479;3190.3543426190795;5089.5537890082
35.11250632958088;1635.7051805426672;2665.2079056279736;2196.031750449892;2773.2641072985234;3282.884718464128;5622.211183640327;4041.026159942267;4589.888230161357
28.11429004547152;2098.27047903534;1996.72221989328;1861.5112921367247;2015.3605670407692;4695.613514606788;2585.2527031508585;4140.313722649904;1583.7125893469463
17.8295153442737;1115.8837765588885;2884.378719559306;2767.628337691848;1860.9357360983672;1699.8943676615893;4359.6282387066985;4368.847272258445;1145.1908882753733
34.33134054128036;1489.7468671722615;1066.435211695893;3942.253229267936;2118.3203266862924;4487.444215084619;2789.6549036767474;2052.4163568443078;3995.4234920593262
31.15914897334325;3325.393227148768;2690.549612583981;2186.060001124477;1796.8815762737602;2932.455981239766;2112.9661646489867;4321.555805071547;2340.679839634476
21.92563329693443;1478.7426555267384;2569.432891193236;1058.401814082476;2381.2752909461383;2450.520103693488;4555.222675883531;4065.797759059548;2268.689423603429
34.69980231598456;2914.1779181962293;1500.2570347202773;2337.901077069082;2742.381147092469;3694.997652759508;2582.492040571662;3835.867059133445;2979.813167055876
32.588459120819564;3038.9570556274048;2435.3827271148293;3068.3079067904773;2297.9815481683654;4622.83758313306;4115.483882361677;1219.982285593612;4258.069740945912
31.520311114947926;1835.391445366912;1989.5163410199184;3880.598622478281;1774.899498202694;2300.180352396612;4656.239257885096;2634.680962635629;4905.937736682785
12.423672231497102;2192.1306034777426;2401.5616646512344;2226.8060447191724;1961.2702750315225;2734.425447218628;3971.837528787785;3328.6208208325115;3032.4155132319875
36.983959964305214;2650.800614968128;1308.1698672850987;2077.925496690116;4106.52340879757;3099.0621506068087;4902.297743701735;3741.871565567864;4258.289027530704
13.514045858610864;2466.0869904226543;1795.1312381195366;2347.0640848163366;1417.0371231771355;2824.264853704951;1662.2007101135632;7774.879208610265;2972.133445313715
30.765869381136916;2980.319211985665;1862.7701626146213;1209.4894289451338;2947.29371836922;2755.262694240465;1408.7749182077464;3543.62817133033;2477.932308861143
19.538858607169598;2721.071964440576;2692.127659232938;1361.6235725711326;2368.1100471998034;2450.313339432244;2436.8753219773494;4442.927024859895;2223.6799922375512
33.95491784685592;1787.395212847994;1157.4664056292906;2065.82458128872;3750.11743220595;3841.3678477178114;3521.7461715812524;3461.022425174747;1648.078660699058
12.995284007583235;2599.9668723004424;1824.2275630224224;2897.69808343672;1278.9990147660108;2686.452781125069;2114.996885987878;2482.1903702104464;2699.229381601558
27.493383807547698;2754.406717460389;1165.713871532139;3254.4314646958896;1837.183110978941;6645.830270010332;1436.0620523712848;2634.6992404003104;4005.686365977786
54.2952935842606;1164.408156393627;3473.9601179005736;1964.4324699355443;3600.4602202787605;4024.6712323937913;4266.682506714502;2188.6885253278606;3230.28667023318
27.002292117876195;2241.0523162497275;2129.179675180849;2240.743584907175;1786.2302154871445;3733.406818003261;3488.727749573686;4794.522709890124;2101.1369820991204
15.365481125965506;3241.544496016055;2646.14228305008;2450.5800290610105;1685.9440138131315;3616.3458511591703;3110.710687433326;2988.933011874373;3305.358428103924
47.91943340263313;2449.6851088620133;1531.9393889399955;3833.788022735953;2168.427999758628;5909.582572002892;3703.453683396114;2365.4063619473345;5193.42487067343
30.158100697559416;1199.0861220137908;2795.441231059101;2056.7229015535863;2676.787911979531;1616.9279449587034;3418.0138335742013;1573.3012189489275;3562.7504166432527
19.434463879813123;2217.0570495722286;2529.486710688878;2111.2401585460634;2530.6709246968244;2923.3955168089838;3500.2258437962714;3809.6008816729;3017.761501085938
15.35698789454552;1469.4066016173226;3101.391452845407;2595.0257998957136;1968.717320817117;7091.027883439213;3929.0737961451946;2905.711634994076;1589.255427946449
30.966775998190933;1339.947678192163;2030.7715106152875;3961.177582912206;4342.106753308541;2208.377615442941;5828.196313050721;7346.423974922496;1914.770486426701
15.037743360154904;1790.9736871246614;1881.1099909008503;3632.135725812427;1889.071679469237;1477.1625766408822;3191.546762239459;2924.414304529829;5440.858882661041
21.93380300025004;1129.3981855662992;2657.865968300346;1565.6291166127062;2885.642230145657;3100.9069651218047;4975.355668711947;3311.937509509281;4060.84290724676
94.56569120051743;3727.142573822444;2210.7239861912813;1000.3679871800784;3681.605341255964;4388.344458388621;4050.5866100655226;3240.343336933267;2131.9128268932755
23.783102647043656;1913.0765983187264;2613.8491187471127;2590.9313766825744;1375.8549486607026;2551.309439718161;5093.787481176178;4053.575263321231;2670.2757733993967
15.722743002139396;2204.5833312088757;1302.9245269093817;3469.666502916936;2405.401341088212;2768.793697067914;2767.714314987129;3511.6166596542857;3025.874387047409
24.23978282188953;2018.7409193731664;2214.3163719722115;1962.49592789088;2295.380990491358;7664.721201204236;4609.866991314753;2826.9380407718754;2102.3668018452186
17.611573586278645;1484.2215427506776;1697.4750380795203;1863.2241284327297;1869.1416585690115;1199.11582919568;3802.600595409608;2031.2224968709268;5552.586237655512
43.685869771652335;2407.295365790267;3423.043058272527;1554.9183905598993;3005.568332668461;1661.4360473178428;2475.9223808614524;4563.829136336742;2048.4027973639086
26.342255855886787;3227.419804323325;1877.585307037832;1564.3505905779498;1656.28910428694;2966.348649743883;3233.404744658889;1891.44855332462;5669.362633574597
14.436200110840826;2504.664140996888;2175.674025036261;2228.4464842772354;1709.593768210778;3376.396673997717;5617.49380981111;3366.334412028116;3561.56740092674
25.448490277461367;2142.5720681411567;3010.0207665623598;1640.82634692353;3357.1708030475334;3594.4936357787246;3702.0491977177417;2771.0828098823567;3483.1715224830723
30.16746535815093;3431.4445998981746;3674.22548644656;1008.2909364276816;1560.4634266843066;1346.5549317635732;3483.644713389368;3196.039822991191;4223.613770118229
12.513115027081993;2246.96675237122;2288.601087172995;1749.516708745941;1604.646049261088;5059.796323479302;2478.6162158679417;3573.810066235565;6529.735707226949
11.23491941458622;3274.6108947786734;2195.987051313271;2063.224655867105;1727.0643267106116;3304.0056934326453;2087.3953475819385;3641.2743245817815;3223.3051294761053
16.31173058261673;1428.7671744143072;2757.94111740639;3320.6737018717004;1502.8543713263407;2857.331059788954;3462.3160699060168;4623.740992683305;1829.994990317852
11.50918838859556;1244.5289166576;2110.340919071988;1662.522354305852;2380.564692440256;3386.420745665745;4183.263752925734;2144.3225392923478;3710.9429490392727
20.535739731959705;2361.2679124893657;2392.4289007054194;2683.478998697171;1449.407511448405;3692.678034594422;1765.5438594395052;3981.937165073737;3839.060484323156
37.31814826762987;3131.689687105112;1892.0483961293864;1848.9698666802951;2408.707237969345;5120.842619093682;4076.194222507053;2915.639428716177;2140.5169499862923
23.199621236224782;2335.261553996468;2376.234624163232;2467.567863870172;1198.889587952951;2014.086094179463;6558.149444722562;2506.5061387633023;3740.155063525669
27.13857142645382;2696.722256185193;1510.6406746142052;2467.9163041179627;3305.8783253067904;1306.670458766176;6212.715955126727;6165.844438911206;5315.081310069861
34.88861231608816;3614.794491664143;2085.4997118319425;2991.4635061500103;1030.7789828335633;3424.513628526;3465.352425734826;4076.041211543153;1895.4773914938007
34.11786727991783;1788.069991656509;1763.9062505617917;3442.9492797531243;2637.981919453316;2361.069938982592;3558.751346014072;5034.358322636863;3653.217801170789
10.58107302228664;1338.221974045521;1186.3226493748696;3245.8363047709163;3909.27671441403;5809.524115081299;2931.181464141303;2216.8194039708646;2348.8632596313782
35.157809106496714;2398.871826508683;1320.7502604531485;1356.23220420163;1515.9130746173932;3910.8943058392592;5772.293246901367;2218.2464198979847;5713.565149964759
26.708036133242743;1385.0478530794985;2838.745590859872;3683.321276929171;3050.6445999939147;3132.562814889792;4602.271125669746;3906.958925898864;2783.923565824838
19.969855747453337;3283.1112626515906;2340.195990447552;2152.424777896571;2395.4425886478807;1274.7273486534327;5213.465852206508;9129.257940371886;1494.5278935921408
18.91131819746479;2496.228181089954;2035.819798361785;1851.3803892344508;2932.552245283548;4249.48986642683;4087.246116583906;1811.9970666866748;3159.6252434778244
23.58923403262581;3128.0422213428355;1536.807613480713;2122.8100046365635;2090.3778850410195;3110.086528090909;2539.4837878368544;4349.638345196239;4356.651797974675
13.037530098239916;2079.832437783636;2167.950858422732;2111.299519779536;1874.0842219019785;4070.0751311807767;3220.067633504161;4120.338983825604;2860.473898356943
13.42343149939276;3288.088156106517;3757.533416287633;2248.140346247402;1218.522033917644;1055.4630394016758;4807.338605972498;5751.581536141352;4409.592989900795
20.707403738190123;2054.3746753750274;2445.752801968508;2546.735049246684;2554.2487016276264;9915.099202717069;2868.203933964338;1902.3801121485565;2186.7700901985245
23.96926998548125;3280.578793881503;3059.297228719072;2438.5518217607896;1229.7225842140572;2606.757750795796;1274.5001964912535;6163.93517176322;4775.814165538426
15.17918978157881;1991.9627959331524;1236.688207094066;1225.7039408712462;4168.92063010047;3405.672312930222;2457.397552514096;3692.668266064473;1788.838224377137
22.12281116531304;2444.643634113004;2059.7522271785583;2568.302222199024;1063.888557098904;3897.7575342751097;2143.860176131404;4305.411154204026;2238.908121020881
10.2002782720501;2097.9517242968345;2194.088319113888;2184.481827372123;1684.9954544795537;2011.7071505007;2624.2447993023056;5523.984714716992;4918.4784896467
28.22249664025468;2138.899368135591;2691.088009000986;1971.5063482780351;2114.9636158352973;2311.6789857942977;3661.254863207293;3044.3917947271443;3616.312507026968
27.118588365625254;2910.0026014772147;3576.7816834321707;1027.7066482827988;1311.9141157906645;4069.300064516142;2848.1143621971487;5689.072391468364;4867.975260931598
32.680494738509694;2034.2567176834;2108.668707422309;1202.5295029082254;3385.0123799278845;3070.491917483625;2679.174284843167;1846.452672337386;7464.003037257989
14.89914663343349;2073.6609557156216;1753.5284138927225;1597.2972014845343;1647.3291563869996;3867.877705326984;1372.8689243182812;5902.755073144272;3756.908956401845
15.302075312929864;2792.0142713092;2822.7734508082885;2394.9638388923195;3559.109348732789;5343.2573475120125;3029.4866906456145;5218.217793093189;4421.9035655147145
36.58380735826898;3480.4655288591343;1261.7175733657143;1561.22823393481;1414.4892603004391;3092.6290486403477;3251.132049748406;3033.5434650625502;1903.6021336884528
29.43125377921712;2653.9541399335094;1784.8102331688729;1101.870877916583;2113.936416947545;3958.562255798414;3110.3823999837555;3222.939279265163;3354.0998126727336
22.022417354123256;2066.956772041501;3266.4659945297058;1634.4218917138223;2706.2960203888906;2469.497026461173;2965.6494104581816;3755.0637890360986;4743.029297217718
15.531030419579771;2198.045417953956;1052.3760438730142;2336.900271198638;1008.7319833696084;4710.982656033813;4635.82612043583;4653.055431467048;1050.0926667658666
12.480594556030756;2265.262137366216;2048.45015368156;1553.811783917789;2424.388036494522;3864.9872319112446;3243.4783586542776;3780.26671876988;3806.146967420943
22.51544861213196;2348.812813450514;2128.6206008134704;1428.0996202315414;1689.1234770061833;3940.48811675581;1798.8925830227604;4579.872278994013;4821.016258488592
16.04491459955982;1047.0636574153932;1721.696671219604;2895.6379946657944;3728.7991603116607;1765.7664233914684;2971.1797187457933;5292.627391462545;4664.422381612469
10.550490057392906;1975.476090015511;2624.325743036979;1743.834215883189;1562.2089520893585;1418.500754897666;2923.161263869208;7604.946831847714;1846.29820953177
26.899691568212734;1237.2540830046337;1577.1360596250306;3401.201410439229;3231.165597804199;1281.2788695168065;4581.5251857168405;4522.550808438833;5393.932283903158
46.80873797984011;1949.2300354814945;2542.369853301514;2655.6119672261243;3341.2589981738392;6383.699614044765;2194.3879056680853;1121.3832514583048;3855.269301169042
27.63482515955659;3620.857764565364;2720.31733701143;2321.1186077252605;1129.078555205573;1056.1884599457471;1372.1097627994716;7423.465344580808;3902.411611961199
