center_center;inner_north;inner_east;inner_south;inner_west;outer_north;outer_east;outer_south;outer_west
21.91361738176966;1722.7279251848229;2657.482651279269;2471.423014834977;1256.072285257262;2539.8780801313383;3127.340177639619;4262.577394469856;1957.67680101918
14.553369136461448;2122.8399576218817;3124.5113385329146;1904.0204300123676;2451.64195962995;4496.678027661434;1037.9479608810907;3438.137405300944;3974.9283877285193
12.378443928692707;1740.8369916317968;2279.821798014056;1380.906006561384;2481.4806806290653;3408.332791967755;1679.1951155682125;4813.772347236895;2617.3713194166003
25.73772895112949;3049.246509222798;2042.7946463823744;1957.077459596028;1109.4645658064378;2171.654534086141;1137.131173511253;7229.637225195541;3828.32445275178
13.418276479114589;2729.118622355998;2837.171305867054;1420.4872422631909;1164.0830505844774;3081.021281896264;1747.993658244644;2666.5955473362937;10228.2028495606
21.828648843742837;2648.1561815923505;1440.255929243374;2232.5082003938533;2488.140954951844;3136.6134907448622;3017.9557326241547;3397.3330999803966;3373.4609439156798
21.43975298639424;2315.710334875969;1755.108981259665;1267.6734231657626;2247.36419037444;4961.762330925694;3446.018003113063;3849.318239254948;5032.414475391131
13.344698145806673;1076.7030837751197;3294.0202179725547;2571.542228304332;2474.733210236912;3233.167496509568;2709.667424359733;4557.270651436314;1065.7797045100776
12.227051205872478;2804.6306995627656;1154.1787265202956;3014.134532251041;1838.484755933728;3721.565471975368;3664.2322907478656;3692.630378913873;2691.551450049388
22.07889719311588;1787.9338908481864;2690.0677000603328;2500.1591469733285;2055.2001932793582;3503.3841317280653;3256.782407732812;2055.2359080028527;4577.358780091161
11.062193598367887;2604.786250541367;1762.5889870440865;2658.184817876508;2517.2931698680104;1882.4810456643925;3049.545085519904;4794.327806721805;3525.677559114476
26.897144447577567;1952.5475706069612;3143.639212541327;2062.1040694709336;2904.1143088945178;3084.3077760095584;3261.3063937287543;4040.120573429009;3805.505168406206
31.337932249681757;1650.0789918314083;1966.3997998357556;3374.5889034763027;1753.8725002402098;3412.578220703748;5385.864411819161;1725.1587673512845;3047.9141961661444
24.53235074937149;2269.952365252163;3446.930779278886;3697.2157367979567;1415.7326623759295;3042.20459872589;3520.2377928977257;3732.869176058415;4373.511475866599
21.591961673079343;2749.3638395877;1163.927832275976;2109.002988006515;1922.8810087907689;7046.6809263105015;1970.2571208521936;5659.532681858882;1721.8299044458508
13.569600090658502;2342.2683649912587;1257.0146221788737;1678.6959039634085;2341.178911775759;2206.319503485208;2499.260394540257;1648.6323679867924;7485.618194488011
11.078869982957247;1675.2122944192915;2540.601275634368;3619.6799317519462;2137.672412035582;4973.052512018675;2879.029343781659;2412.38921689207;3562.199685139893
10.198078370200356;1300.5936317226333;1173.5013813563955;1556.288944757164;1550.9316598650062;3151.806441386683;5277.098433063047;2469.590073099578;3551.082718294273
10.80020158688644;2942.9563316700883;2494.776220387736;1377.233163927481;2388.86643835399;3551.95773330796;2779.1162414910286;3692.104246118524;3385.272408766119
37.94736142306748;3746.238166095159;1038.9981720817543;2564.609343355599;1608.5648462929175;5917.2114006454885;3161.341410702094;3442.2580455339285;1889.2642497896657
40.32711719122858;2667.29140728673;1568.2359123439169;2205.138493645092;2824.328519781669;5051.835030643919;5119.003453200626;3237.219254893671;4127.952553469861
20.39096410282147;2385.754258501309;1966.3629306848331;2330.696228058702;1296.77446680392;4391.677882198816;1702.369174429137;2763.566422608109;4147.279050518434
21.865056221107206;3013.5820427623057;2198.8847085192247;1226.6030041274464;2185.7212736225997;1258.6977403198312;4221.525453284991;3209.3845235462386;2883.9530497510477
10.324797235924317;1051.677989282044;2407.945963027425;3149.0283193980017;2032.109906420268;2828.902154375802;2588.742654573991;3009.6691846365934;4897.624974078612
26.450884238532087;2892.51592079495;2851.874703084234;2712.35582101356;1546.8462369730528;3730.733709317119;2684.8395102994373;2848.7745905261936;2443.309980452026
23.28992970926228;2320.3744371184293;1696.8673309284836;2376.7095271516864;1092.537060137662;3969.995861131712;2866.5375877264887;4236.167625023598;2267.528888358196
29.54163741723325;3506.137364531736;1432.5433317835843;3073.386031189003;1487.8086144724855;2061.1028975637337;2103.500594716079;6653.763113568984;2274.803313671695
13.01697261105576;4524.344345066602;2365.6617809980826;2048.631626043869;1921.562972102286;4521.968349075016;2180.336317144845;2166.7964134105187;5347.27241240388
16.792264571306262;2664.142717582124;1732.4042732628582;2336.320580508724;2762.2663822577406;2637.5294364519395;1844.9278529339729;4548.050682942629;5466.530337271579
26.3700660086561;2462.930781125766;1853.8405129308644;1809.8201386919395;2641.230761353944;5016.023947803829;4313.033549687216;1886.78451891489;1851.457293664978
30.08769102188732;1393.4078310714606;2704.833842448653;3114.937649838515;2937.1363333247014;2698.4396868511044;5185.070039987529;3414.9944394468544;4703.016321121625
20.550937394402588;2471.342585654681;2558.701673411915;1105.229630001298;1883.0086559319773;5336.73483846338;3204.5286646167747;1675.4026023623346;5016.812112300007
26.925890455662863;2296.2049176652163;2446.4909806655733;1404.9909689337046;2856.0256335756194;3052.9456519136056;1525.7447450532952;1801.8259014310136;3805.081794241772
21.82808811831346;1626.197900127342;2745.4007487686845;2644.969617287133;2124.075747750146;2806.9347578513675;1265.0129720717057;3703.626788460978;3778.221160122988
13.035141999315778;2740.9793605056684;2648.697604899601;1700.7665396646516;1691.2799027495744;4401.709694127034;2867.146786435511;2070.8042077851237;3132.5544168252
21.79274771491022;1758.401997315298;1811.517264760651;2926.082378157552;2096.092429584768;2063.580168500784;2738.8983025813545;2221.5865429495007;2958.804404893312
15.134527063996154;2347.833097336164;1464.643266849227;2667.4327801072827;2544.184877118236;3300.845679351916;5666.1593431249;4213.416792717089;1541.8561135658083
33.66185659324211;2880.530603604836;2241.335380976672;1963.5625060702428;3138.465910847774;1380.2689383989382;7158.201205158335;1880.336682945015;3291.5221081670443
22.0446504711501;1205.4867686539096;2191.774432353618;2379.068173420371;2625.834059043724;4000.617886125545;3179.315591129214;2257.679112383421;4680.181669928011
16.537538480176913;2265.237583655389;2276.7686491024488;2459.6325724242715;3021.399959403955;3816.652401825388;3938.500100489552;1636.8897860350246;3629.3056902208286
24.971903144677803;1451.9769843246684;3405.9231921041446;2950.875880789958;2198.011993335774;3637.087318995903;3540.6012703074457;1700.1559500068522;8294.022948709568
13.752219244870403;2594.198493047272;2611.8943239685623;2339.083605865425;1199.26762517744;2437.40619451771;2950.3679515662134;2988.839295261734;1794.379972779428
41.273492604410535;3745.113204176181;2096.709022404117;2167.4736949782477;1357.3198932208506;1793.8145455809768;5256.616478043103;4247.173392354614;1953.379327385401
35.38048303343456;1062.0638787155492;1243.591618565902;3205.6227722754334;3603.239410479787;3659.5852730818647;5228.993384563192;5338.807405292579;1287.682679587296
